rollback_dt,jdb_id,service_fee,逾期天数,逾期金额,逾期债务数,最小利率,最大利率,首笔借款当前是否逾期,是否首次逾期,历史借款次数含展期,历史借款次数不含展期,历史非逾期还款次数,历史逾期还款次数,前14天外呼数,前14天接通数,前14天接通时长
1,597500271945030998,119.93,201,241191.35,38,0,0.5,,是,140,140,99,35,5,0,0
1,597500271945030998,11.91,198,238963.11,37,0,0.5,,是,140,140,99,32,5,0,0
1,542422052233780056,77.68,73,1553.14,1,15,15,,,18,16,17,7,0,0,0
1,597500271945030998,33.37,195,162213.17,33,0,0.5,,是,140,140,99,30,5,0,0
1,597500271945030998,44.07,188,94015.65,24,0,0.5,,是,140,140,99,25,5,0,0
1,597077449519100665,141.53,1552,2829.89,2,23,23,,是,4,4,3,0,5,3,28
1,592864703609034905,500.21,342,9688.89,1,0,0,,是,68,51,47,2,5,0,0
1,591708947887151837,2.38,1610,340222.98,36,0,24,,是,664,328,368,110,5,0,0
1,591708947887151837,76.19,1606,341302.71,36,0,24,,是,664,328,368,109,5,0,0
1,586924435347717520,19.99,551,142964.61,22,0,24,,是,713,378,454,150,5,0,0
1,586924435347717520,14.99,547,142918.12,22,0,24,,是,713,378,454,148,5,0,0
1,580340047402720083,1026.88,815,23603.41,2,8,24,,,122,113,131,6,5,0,0
1,539059725799240035,93.48,501,46023.37,27,0,24,,,4523,4061,6615,247,7,0,0
1,539059725799240035,47.01,499,46896.23,28,0,24,,,4523,4061,6615,245,7,0,0
1,539059725799240035,2.47,498,46922.9,29,0,24,,,4523,4061,6612,244,7,0,0
1,537992285621952116,256.61,64,5130.2,1,0,0,,是,5,5,5,1,7,0,0
1,574630282572179697,45.71,393,4335.96,1,0,0,,,313,200,210,221,5,0,0
1,573952757430223180,17.22,594,372138.11,138,0,24,,,2480,2394,3104,82,5,2,29
1,573952757430223180,54.19,592,372867.5,138,0,24,,,2480,2394,3104,81,5,1,21
1,571256511292742168,0.86,1199,159254.83,8,12,24,,,1151,857,1121,231,5,0,0
1,567662116811284482,25,1438,34549.05,6,0,24,,是,269,259,199,32,5,4,84
1,562528684928767670,105.8,614,2115.04,1,12,12,,,5,5,2,2,5,4,53
1,556232393275207049,125.02,1645,3252.48,1,1,1,是,是,1,1,0,2,5,5,105
1,552136489349907576,1.08,320,99868.38,11,0,1,,是,423,423,412,222,5,0,0
1,552136489349907576,135.47,319,100760.78,11,0,1,,是,423,423,412,197,5,0,0
1,552136489349907576,4.65,318,100737.71,11,0,1,,是,423,423,412,179,5,0,0
1,550654932927886127,0.08,424,25141.41,3,0,24,,,571,228,196,118,5,0,0
1,549493526861975028,0.48,364,6496.19,1,24,24,,,1173,508,789,60,5,3,29
1,547176433575524595,25.99,1727,531.52,1,23,23,,是,2,2,0,14,5,0,0
1,545552127212913071,0.58,904,3210.38,5,24,24,,,184,183,205,164,5,2,13
1,541700547325709542,181.05,1757,1266.9,2,0,0,是,是,2,2,0,0,5,3,24
1,539391870019272383,96.29,435,1924.99,1,2,2,,是,23,22,21,3,5,0,0
1,539059725799240035,16.99,514,37906.75,22,0,24,,,4523,4061,6617,257,5,0,0
1,539059725799240035,68.49,509,39184.51,22,0,24,,,4523,4061,6616,255,5,0,0
1,539059725799240035,54.57,504,40179.65,23,0,24,,,4523,4061,6616,254,5,0,0
1,537639645247542866,0.04,552,3770591.92,315,0,24,,,8942,8218,9057,61,5,1,4
1,536939730972282903,24.99,578,23388.02,6,24,24,,,713,509,862,84,5,0,0
1,536865180993150184,149.99,1443,44834.35,7,24,24,,,236,204,181,164,5,1,11
1,533801679378666116,103.48,1484,254994.86,19,0,24,,是,169,73,76,18,5,0,0
1,525256487296869805,3.13,1837,1299.91,2,20,20,是,是,2,2,0,0,5,0,0
1,524913862278889255,15.23,374,3548.23,1,24,24,,,335,102,178,22,5,0,0
1,524683667818975596,0.07,486,228573.19,34,18,24,,是,223,218,251,17,5,0,0
1,523921442665495746,208.88,561,73874.31,7,0,15,,,272,117,104,25,5,0,0
1,532220850465243765,70.27,125,1404.55,1,0,0,,,68,57,54,2,7,0,0
1,531549538273032753,656.97,736,41820.9,4,2,24,,,1699,1630,1561,418,7,0,0
1,522747121855413390,0.42,989,2472.18,2,24,24,,,140,120,73,21,5,2,16
1,531246312474639038,159.88,134,26838.98,4,0,24,,,792,345,908,158,7,2,13
1,531246312474639038,249.99,131,31788.03,4,0,24,,,792,345,908,157,7,4,40
1,530469502808419346,9.99,46,5495.19,2,0,10,是,,6,3,1,16,0,0,0
1,520353437956087654,4.76,445,41857.72,4,24,24,,是,30,20,20,4,5,0,0
1,529413053013482517,50.96,60,39078.23,5,0,15,,,569,424,420,38,0,0,0
1,528671106979707283,49.99,127,38640.42,4,0,10,,,385,322,316,76,7,4,34
1,528671106979707283,105.86,126,40732.48,5,0,10,,,385,322,316,75,7,3,21
1,528285517658819718,225.28,54,10122.64,3,0,0,,,65,37,51,7,0,0,0
1,518006357086546666,43.07,1498,861.18,1,24,24,,是,7,7,0,7,5,2,24
1,526762888443352738,9.52,904,19317.46,4,24,24,,,213,192,234,12,7,6,81
1,517390965733225592,0.62,1319,10568.34,6,20,24,,,630,466,616,88,5,0,0
1,526355482357964772,2.51,1711,1909.32,1,24,24,,是,94,94,21,189,7,5,30
1,516653382209035682,0.19,357,44911.96,36,24,24,,,6138,6132,6111,10,5,0,0
1,525956991547341373,47.61,494,25695.65,3,24,24,,,145,60,73,18,7,0,0
1,525754732380983945,75.03,56,515.89,1,0,0,,,154,66,131,9,0,0,0
1,525754732380983945,75.09,53,515.26,1,0,0,,,153,65,131,8,0,0,0
1,513498701013955706,14.08,571,44497.63,3,0,0,,,122,106,119,19,5,4,67
1,509081643954192504,476.81,1352,9532.96,1,0,0,,,135,87,115,11,5,0,0
1,524869293889604951,1.51,2090,3944.15,7,24,24,,是,32,32,12,180,7,0,0
1,505395921627897843,0.5,1750,1736.44,2,0,0,,是,3,3,2,0,5,5,96
1,504771251283355586,129.73,1369,1852.83,2,24,24,,,11,11,2,14,5,2,42
1,504372392060615960,299.99,1629,108192.32,7,24,24,,是,52,52,37,52,5,0,0
1,502401378062364249,0.3,1230,5672.87,5,0,24,,,510,510,523,5,5,0,0
1,501625178561907846,1.88,1864,3189.28,4,0,0,,是,8,8,5,11,5,0,0
1,524180487477916661,9.53,440,617.57,1,24,24,,,55,51,190,54,7,2,14
1,500856748006952290,29.64,1630,593.04,3,0,0,,是,6,6,0,3,5,1,21
1,500464961970610793,2.38,1067,251359.39,10,0,0,,,487,347,345,17,5,2,25
1,499552836267431236,310.47,1798,2172.47,2,24,24,是,是,2,2,0,1,5,1,18
1,499192001841877596,49.51,1859,167004.9,318,24,24,,是,212,212,110,320,5,5,117
1,522893029792338105,40.08,55,2916.49,2,0,0,,,8,5,8,18,0,0,0
1,522893029792338105,2.38,51,2159.13,1,0,0,,,8,5,8,17,0,0,0
1,522893029792338105,2.38,47,2203.04,1,0,0,,,8,5,6,16,0,0,0
1,522826206593984526,16.66,286,116.57,1,0,0,,是,16,16,4,14,7,1,7
1,498869842649155490,1.66,56,553976.8,35,0,0,,是,55,55,23,33,5,2,24
1,497809543217159050,40.28,2145,1156.61,1,24,24,,是,3,3,1,5,5,3,27
1,522129630934597570,258.13,62,120195.15,9,2,15,,,249,229,317,83,0,0,0
1,522129630934597570,769.99,62,115466.88,8,2,15,,,250,230,319,84,0,0,0
1,522129630934597570,811.6,62,124115.2,9,1,15,,,250,230,319,85,0,0,0
1,522119152035853836,57.06,86,2180.02,2,10,15,,,460,294,577,99,0,0,0
1,522119152035853836,57.04,85,3319.23,2,10,15,,,460,294,577,97,0,0,0
1,522119152035853836,4.19,84,3401.42,2,10,15,,,460,294,577,96,0,0,0
1,522001154244064220,14.29,196,2398.01,5,24,24,,,1960,1958,1931,14,7,2,20
1,521649702061256361,22.22,554,444.25,1,24,24,,,114,23,18,11,7,3,45
1,497557337226100962,208.17,1464,4162.18,2,0,0,是,是,2,2,0,0,5,1,3
1,497168343053298393,142.84,354,30017.05,16,24,24,,,471,194,218,260,5,1,3
1,521384280158164826,47.62,89,2045.33,1,20,20,,是,34,23,38,7,0,0,0
1,520909451793780901,9.99,70,2178.09,1,0,0,,是,11,4,14,2,0,0,0
1,496593134663248453,1.29,708,163.96,1,24,24,,是,23,23,6,27,5,5,76
1,496439855656540577,228.44,1930,1598.51,1,12,12,,是,3,3,0,2,5,0,0
1,496330549170819167,273.87,56,3418.09,10,0,0,,是,277,267,258,13,5,1,21
1,496296790191118154,69.31,1508,1385.79,2,0,0,,是,24,24,15,14,5,0,0
1,496296530836200843,6.38,1245,5888.02,3,24,24,,,62,59,82,189,5,0,0
1,480816842084986880,168.77,2123,1180.94,2,24,24,是,是,2,2,0,0,5,2,20
1,1291624265291923460,49.99,68,6499.57,1,12,12,,是,7,7,51,4,5,0,0
1,1194958541798977536,0.96,190,16853.68,1,0,0,,是,6,6,5,0,5,4,78
1,519179393429186610,24.99,140,2769.59,1,0,0,,是,17,7,15,4,7,2,28
1,1194306827244748808,14.99,72,6120.25,2,0,0,,,126,125,208,10,5,5,38
1,518848194106148945,262.27,1792,92325.8,18,0,0,是,是,23,23,1,25,0,0,0
1,518848194106148945,101.26,1791,92974.51,18,0,0,是,是,23,23,1,24,0,0,0
1,518848194106148945,223.24,1790,94476.96,18,0,0,是,是,23,23,1,22,0,0,0
1,518848194106148945,29.14,1787,94500.76,18,0,0,是,是,23,23,1,21,0,0,0
1,518848194106148945,175.7,1784,72066.54,14,0,0,是,是,23,23,1,15,0,0,0
1,518848194106148945,141.31,1783,73010.74,14,0,0,是,是,23,23,1,5,0,0,0
1,518848194106148945,0.95,1777,65763.35,10,0,0,是,是,23,23,1,4,0,0,0
1,1194306827244748808,19.99,66,4004.96,1,0,0,,,126,125,208,9,5,5,22
1,1190649231866544128,1036.63,237,21586.05,2,0,0,,是,10,9,17,0,5,2,42
1,11859593,9.99,829,164693.35,19,24,24,,,940,537,674,114,5,0,0
1,518377969950710656,11.36,1732,158.02,4,24,24,,是,133,130,125,87,7,0,0
1,518293745688156305,0.13,1159,1756.64,2,24,24,是,是,2,2,0,0,0,0,0
1,518055499427683989,9.57,52,6319.97,2,24,24,,,27,8,22,15,0,0,0
1,1156647642692796423,69.99,99,32643.94,8,0,0,,,202,197,171,96,5,2,42
1,1123277510847447046,39.99,384,5632.97,2,0,0,,,13,7,7,0,5,4,58
1,1099306977873321992,253.01,404,5057.57,1,1,1,,,58,58,62,7,5,2,33
1,1063808898013560837,5.72,369,5852.02,1,24,24,,,7,7,7,17,5,0,0
1,1032281077206433793,51.54,57,1030.45,1,0,0,是,是,1,1,0,1,5,0,0
1,1032051491638034438,144.98,54,112007.84,3,0,5,,,396,327,406,82,5,1,21
1,1010352224917737479,82.1,141,8085.03,3,0,15,,,48,35,40,16,5,0,0
1,1008052972107542535,206.1,613,6232.37,4,2,24,,,157,131,133,13,5,0,0
1,516340913355813424,11.52,145,3205.65,1,0,0,,,620,367,652,256,7,0,0
1,969073284823875588,49.99,52,16657.42,2,0,0,,,177,165,181,2,4,0,0
1,515198844280605407,49.99,1486,32950.93,10,0,24,,是,155,135,156,46,7,2,9
1,857320423426048004,6.94,98,35970.01,5,0,11,,,225,49,76,6,4,1,6
1,816292414342774784,131.05,741,22184.75,6,0,24,,,52,25,97,11,4,0,0
1,514491779489404450,11.66,1366,34659.35,15,1,24,,,188,93,94,38,0,0,0
1,513761986834566001,59.28,2049,66462.44,1,24,24,,是,25,25,16,50,7,0,0
1,513660344171536282,180.28,72,26761.68,10,0,15,,,431,109,240,12,0,0,0
1,792860998523371527,9.53,902,2200.58,1,12,12,,是,18,4,2,10,4,3,48
1,512720704095876794,47.61,88,951.72,1,5,5,,是,4,4,4,0,7,0,0
1,512460304402050799,67.74,2107,474.04,1,24,24,是,是,1,1,0,0,7,5,70
1,747537466680093938,1.04,1065,6687.66,2,24,24,,是,20,14,12,10,4,3,21
1,729971224083640163,39.03,1250,5677.93,5,0,24,,是,86,45,37,3,4,1,7
1,660936858834402676,12.15,1751,85.02,2,24,24,是,是,2,2,0,0,4,4,61
1,511234030567205284,99.99,100,31323.14,2,0,0,,,63,41,42,15,7,0,0
1,510896951030867544,0.17,1339,11887.78,10,0,24,,是,60,43,37,37,7,0,0
1,510393449466260663,85.07,99,22725.64,6,0,24,,,376,250,244,12,7,5,105
1,510180541956324610,17.37,1359,329.41,1,0.1,0.1,,是,2,2,0,0,7,0,0
1,510168331045529390,19.84,651,138.82,1,0,0,是,是,1,1,0,0,7,1,9
1,654600604706101979,10.04,1675,200.9,1,24,24,,是,5,5,1,5,4,3,45
1,509061147425928683,387.49,326,50031.46,1,0,0,,,3,3,5,5,7,2,9
1,616675274098316680,5.47,1297,3712.91,2,24,24,,,129,33,15,87,4,0,0
1,508790771643366639,124.79,1795,876.02,3,20,24,,是,8,8,9,0,7,6,69
1,616675274098316680,14.8,1294,3920.4,3,24,24,,,129,33,15,83,4,1,3
1,598687862933410605,41.45,1752,290,4,0,0,是,是,4,4,0,0,4,2,39
1,597500271945030998,20.24,186,94299.33,24,0,0.5,,是,140,140,99,24,4,0,0
1,506569747862026629,10.51,1794,73.55,1,0,0,是,,1,1,0,1,7,5,105
1,597500271945030998,4.08,184,44259.42,21,0,0.5,,是,140,140,99,23,4,0,0
1,577255297899013539,9.51,118,73.89,4,7.7,8,,是,53,53,47,0,4,1,17
1,574630282572179697,44.04,399,3435.7,1,0,0,,,313,200,210,222,4,0,0
1,505815590507424883,9.52,570,12058.75,5,20,24,,,73,56,109,80,7,0,0
1,547850847040303040,128.04,120,11381.53,1,1,1,是,是,2,2,27,0,4,0,0
1,547176433575524595,50.07,1729,350.23,1,23,23,,是,2,2,0,15,4,0,0
1,542726371063601090,0.06,1105,1721.53,2,24,24,是,是,2,2,0,0,4,2,14
1,505180865287727410,125.01,1848,1513.74,1,0,0,,是,4,4,1,3,7,2,35
1,542014610685533442,49.99,650,12954.7,2,0,0,,,98,11,5,7,4,0,0
1,537562333332220905,0.34,1419,12108.53,7,24,24,,是,8,8,0,315,4,0,0
1,537562333332220905,0.97,1418,12122.55,7,24,24,,是,8,8,0,313,4,0,0
1,537562333332220905,0.6,1416,12118.54,7,24,24,,是,8,8,0,311,4,0,0
1,504757554871309892,25.3,59,10244.58,5,1,15,,,22,22,17,3,0,0,0
1,537562333332220905,0.19,1414,12123.99,7,24,24,,是,8,8,0,309,4,0,0
1,535237604231463974,233.74,1053,4675.26,3,24,24,,,23,23,8,8,4,2,6
1,504354187841939547,48.34,129,1082.55,1,0,0,,是,139,139,65,7,7,2,42
1,504354187841939547,5.82,129,116.47,1,0,0,,是,139,139,65,8,7,2,42
1,526877034388691499,0.09,1386,1313.21,2,24,24,,是,43,43,20,250,4,0,0
1,504008862635290190,77.56,844,1551.23,1,24,24,,是,11,11,10,0,7,0,0
1,503977134760594714,58.34,87,1166.18,1,0,0,,,419,155,199,38,7,7,57
1,524606944222112487,111.75,970,130529.82,50,0,24,,,2111,647,658,103,4,0,0
1,503234000304722951,39.99,85,6941.69,5,0,15,,,292,269,176,175,7,0,0
1,524606944222112487,32.53,968,131084.88,52,0,24,,,2111,647,658,100,4,0,0
1,523227969549957050,74.97,53,27657.25,3,0,0,,,82,81,123,21,4,0,0
1,520281995134530365,166.74,53,43981.3,4,0,0,,是,115,101,430,7,4,2,23
1,520281995134530365,550.24,52,20130.94,1,0,0,,是,111,97,428,5,4,2,23
1,519827214696446375,70.55,1573,1410.62,2,24,24,是,是,2,2,0,0,4,2,31
1,514778416085667699,9.52,580,2436.43,1,12,12,,是,2,2,0,18,4,3,20
1,514745607718858379,14.99,1399,26045.33,2,15,24,,,57,29,29,11,4,0,0
1,506226214156881442,244.26,1130,3488.19,1,24,24,,是,10,10,9,0,4,2,25
1,501755749556282174,1500.63,77,10315.75,1,0,0,,,434,429,444,2,0,0,0
1,503932798382997874,38.49,581,131010.31,37,0.3,24,,,2141,1392,1843,69,4,1,17
1,502589382164319520,84.83,1065,1696.2,2,24,24,是,是,2,2,0,0,4,0,0
1,498869842649155490,68.68,52,552388.28,34,0,0,,是,55,55,23,27,4,1,16
1,501625178561907846,1.26,1858,3206.25,4,0,0,,是,8,8,5,9,7,1,21
1,501625178561907846,3.76,1854,3227.69,4,0,0,,是,8,8,5,8,7,1,21
1,501625178561907846,4.13,1852,3254.64,4,0,0,,是,8,8,5,6,7,1,21
1,501625178561907846,0.76,1850,3257.96,4,0,0,,是,8,8,5,5,7,1,21
1,498060207855774019,156.23,385,62295.23,19,24,24,,,496,471,654,56,4,0,0
1,496421054886000508,349,1857,3299.51,2,0,24,,是,3,3,2,0,4,1,21
1,495916050658076257,49.99,758,58391.9,4,0,12,,,175,152,143,21,4,0,0
1,1304646928255942659,14.26,52,20529.91,2,0,0,,是,3,3,1,24,4,2,33
1,1293503712915881985,7.13,54,18016.73,1,0,0,,是,4,4,5,19,4,1,14
1,500699599197106129,4391.9,434,87805.26,1,24,24,,是,77,40,59,2,7,2,12
1,1270067669680259072,244.02,130,4877.6,1,0,0,,是,2,2,1,0,4,2,14
1,1183787061522415616,319.89,100,6394,2,15,15,,是,9,8,7,0,4,0,0
1,500440553948090596,40.21,479,14664.21,2,15,24,,,201,193,207,5,7,6,57
1,500440553948090596,39.99,478,15456.6,2,15,24,,,201,193,207,4,7,6,57
1,500330296151921293,52.38,91,1047.1,1,0,0,,是,5,5,3,4,0,0,0
1,500330296151921293,49.99,87,2043.75,1,0,0,,是,5,5,3,3,0,0,0
1,1179342181576421378,0.48,143,2690.78,1,0,0,是,是,1,1,0,4,4,0,0
1,1155951851737137154,69.98,53,79739.29,2,0,0,,,96,94,97,11,4,4,84
1,1135532290437234692,152.33,98,4095.49,2,0,15,,,97,46,49,4,4,2,19
1,499294056510289817,25.15,603,6083.57,2,0,0,,,327,245,262,98,7,1,5
1,1047975538452283397,0.84,609,2677.05,1,1,1,,,46,7,3,18,4,1,21
1,498972725344381520,211.95,1065,4237.62,3,24,24,是,是,3,3,0,0,0,0,0
1,946782393249775617,120.96,933,2418.29,1,24,24,,是,3,3,2,0,3,3,60
1,857320423426048004,6.94,96,36076.17,5,0,11,,,225,49,76,5,3,1,6
1,857320423426048004,6.94,95,36198.66,5,0,11,,,225,49,76,4,3,1,6
1,750637086079657317,675.67,52,58907.63,3,0,3,,,469,442,454,12,3,0,0
1,614154958432216385,34.99,475,33125.5,8,1,24,,,207,112,287,11,3,0,0
1,612200620650522702,38.07,1068,761.2,1,24,24,,,26,10,7,3,3,3,63
1,589625249964521224,4.76,469,6997.78,2,24,24,,,1023,194,170,231,3,0,0
1,554993277346777797,96.95,372,1938.1,1,0,0,,是,2,2,4,22,3,0,0
1,547314089751996454,0.32,1113,12100.12,9,5,19,,,60,29,7,14,3,1,21
1,542844556479797143,1.32,1003,2855.92,3,24,24,,,87,12,5,12,3,3,63
1,498859563265711777,23.77,53,14681.64,2,0,0,,是,6,6,5,4,0,0,0
1,537562333332220905,0.12,1430,12122.23,7,24,24,,是,8,8,0,327,3,1,13
1,537562333332220905,0.41,1429,12123.97,7,24,24,,是,8,8,0,325,3,0,0
1,537562333332220905,0.45,1427,12122.05,7,24,24,,是,8,8,0,323,3,0,0
1,498810658134077903,7.14,1480,318314.44,52,0,24,,是,1792,1563,1659,46,0,0,0
1,537562333332220905,0.16,1426,12120.2,7,24,24,,是,8,8,0,322,3,0,0
1,537562333332220905,0.17,1423,12113.08,7,24,24,,是,8,8,0,320,3,0,0
1,498506286741240801,716.5,1992,5012.47,1,24,24,,是,30,30,7,40,7,1,21
1,537562333332220905,0.07,1422,12109.88,7,24,24,,是,8,8,0,319,3,0,0
1,498147197502643192,279.19,580,5581.41,2,1,2,,是,6,5,3,0,0,0,0
1,537562333332220905,0.07,1421,12106.73,7,24,24,,是,8,8,0,318,3,0,0
1,498119350209818521,40.14,456,254162.51,334,0,24,,,633,598,181,119,7,5,61
1,498119350209818521,158.17,454,254168.56,334,0,24,,,631,596,179,114,7,6,79
1,498097501006644057,30.76,1922,215.2,1,0,0,是,是,1,1,0,0,7,1,19
1,537562333332220905,0.36,1420,12107.75,7,24,24,,是,8,8,0,317,3,0,0
1,497900922400207531,27.68,98,553.32,1,15,15,,,24,22,17,7,7,1,6
1,537562333332220905,0.78,1415,12125.46,7,24,24,,是,8,8,0,310,3,0,0
1,537562333332220905,0.91,1413,12132.97,7,24,24,,是,8,8,0,307,3,0,0
1,497734695300289682,255.88,59,10235.2,2,0,0,,是,11,11,9,0,0,0,0
1,537562333332220905,0.19,1412,12131.45,7,24,24,,是,8,8,0,306,3,0,0
1,537562333332220905,5.5,1411,12205.93,7,24,24,,是,8,8,0,305,3,0,0
1,497704168576951499,0.95,579,39133.36,20,0,1,,,1002,512,727,364,7,4,41
1,532875111085073664,44.99,160,2485.19,1,24,24,是,是,1,1,2,0,3,2,41
1,526407998181372485,0.25,2079,2024.2,7,0,24,是,是,7,7,0,0,3,0,0
1,522242933208060810,176.39,269,3525.99,1,0,0,,是,2,2,1,0,3,0,0
1,497187442118439337,72.27,56,2774.84,2,10,15,,,47,47,31,30,0,0,0
1,497187442118439337,10.35,55,2980.5,2,10,15,,,47,47,31,29,0,0,0
1,511933225561079519,43.41,133,1440.82,3,0,4,,是,27,26,7,16,3,0,0
1,507164766398888483,197.08,468,3939.7,1,24,24,,是,9,4,3,0,3,0,0
1,497108068794901474,12.38,78,8121.07,2,0,24,是,是,2,2,2,9,0,0,0
1,500761333098281125,0.97,1962,144814.19,22,0,24,,是,116,116,65,74,3,3,98
1,498869842649155490,123.86,50,553183.03,34,0,0,,是,55,55,23,25,3,0,0
1,1288585193610805248,24.99,51,19376.38,3,0,15,,是,18,17,17,0,3,3,63
1,496772733137340850,38.1,110,2261.8,1,0,0,,,317,265,225,49,7,3,18
1,1278958896429400065,191.85,51,1418.85,1,1,1,,是,56,52,91,6,3,0,0
1,1063808898013560837,3.53,353,5863.77,1,24,24,,,7,7,7,16,3,0,0
1,1047975538452283397,0.48,590,2661.67,1,1,1,,,46,7,3,17,3,1,13
1,985949650357796872,262.03,97,14861.84,2,2,3,,,151,112,123,12,2,0,0
1,939458592413548546,2.49,931,4132.32,1,24,24,是,是,2,2,0,11,2,0,0
1,917174921262477316,83.61,1020,1672.2,1,24,24,是,是,2,1,0,0,2,0,0
1,885930012069285892,120.82,1118,1725.56,2,1,1,是,是,2,2,0,0,2,1,20
1,857320423426048004,6.94,94,32712.14,4,0,1,,,225,49,76,3,2,1,6
1,820309795381653507,129.83,1308,1854.15,2,24,24,是,是,2,2,0,0,2,0,0
1,788438739385790464,24.99,93,38496.76,5,0,15.4,,,1044,167,127,66,2,0,0
1,731889177209282955,373.89,872,7474.82,1,24,24,,,139,80,87,7,2,0,0
1,658856736409107786,354.04,1170,37174.1,8,24,24,,,64,59,40,2,2,0,0
1,608340603518176379,55.83,49,13736.81,4,0,0,是,是,7,7,0,8,2,0,0
1,496309490086505217,54.34,118,96437.53,35,15,24,,是,18344,18125,18199,13,7,0,0
1,605413856694498764,201.41,515,4026.38,1,24,24,,是,3,3,4,0,2,1,8
1,604270593241893312,60.71,1149,867.04,1,0,0,,是,3,3,0,2,2,0,0
1,601373307280816333,2.49,49,16816.13,4,0,12,,,171,128,104,86,2,0,0
1,582728054793527206,9.99,51,2840.16,2,0,0,,,284,235,374,28,2,0,0
1,577072865757341109,783.94,49,147600.02,19,0,0,,是,28,28,4,3,2,2,28
1,567662116811284482,24.99,1431,34957.98,6,0,24,,是,269,259,199,31,2,2,42
1,567662116811284482,99.99,1430,36944.97,6,0,24,,是,269,259,199,30,2,2,42
1,556539395159356768,2202.71,1955,15413.46,7,24,24,,是,27,27,23,0,2,0,0
1,494389856856718571,91.53,742,24342.08,3,14,24,,,190,102,97,30,0,0,0
1,494361486861293578,475.71,166,55626.76,15,0,24,,是,16,16,2,7,7,0,0
1,547096026205106508,151.38,1210,2161.86,2,24,24,,,38,9,5,2,2,0,0
1,542844556479797143,24.86,1002,3351.95,4,24,24,,,87,12,5,11,2,2,42
1,481478152019783680,35.25,1823,1641835.81,70,1,24,,是,127,127,61,13,0,0,0
1,537562333332220905,0.21,1424,12114.81,7,24,24,,是,8,8,0,321,2,0,0
1,465827477311197184,11.85,1564,171809.9,18,15,20,,是,1286,1269,1456,111,0,0,0
1,524561578222993905,13.63,47,26482.12,19,0,0,,是,33,33,7,7,2,0,0
1,523205584180412515,149.99,142,68891.55,1,24,24,是,是,1,1,0,6,2,0,0
1,520281995134530365,500.25,49,20105.98,1,0,0,,是,104,94,410,2,2,1,12
1,517414757663445444,13.07,1156,2276.18,3,24,24,是,是,3,3,0,0,2,2,42
1,1302003702369878020,101.97,48,2038.64,1,0,0,,是,2,2,1,0,0,0,0
1,1296376444808593410,583.37,46,11662.72,1,15,15,,,3,3,10,1,0,0,0
1,1296064140623740928,0.99,74,843.58,1,0,0,是,是,1,1,1,4,0,0,0
1,515261595292725472,0.49,863,30516.61,11,12,24,,是,44,43,32,6,2,2,9
1,504760080286710067,634.19,1713,4437.58,3,0,24,,是,9,9,0,8,2,1,21
1,1291857890105098240,59.99,74,13365.82,3,0,0,,是,21,21,18,0,0,0,0
1,504709737478297257,0.08,1856,438639.89,2,24,24,,是,5,5,1,0,2,0,0
1,500003906152193898,0.26,2039,6602.52,5,2,24,,是,15,15,12,2,2,1,21
1,1287641984567083008,127.33,60,2545.84,4,1,2,是,是,5,5,2,0,0,0,0
1,1286414839261954048,76.13,48,1521.67,1,15.4,15.4,是,是,1,1,3,0,0,0,0
1,498869842649155490,667.84,48,560632.06,34,0,0,,是,55,55,23,23,2,0,0
1,497208166501598054,654.66,679,13087.81,3,24,24,,,154,77,43,34,2,2,42
1,1281721140087095296,102.64,60,2091.06,2,10,15.4,,是,4,4,2,1,0,0,0
1,1281721140087095296,74.99,59,3589.59,2,10,15.4,,是,4,4,2,0,0,0,0
1,496838843736011404,182.86,349,83336.43,17,0,24,,,304,195,187,33,2,0,0
1,496589172316990450,877.62,1387,325945.3,26,0,0,,,78,78,57,53,2,0,0
1,1278774453219622912,14.26,80,6248.83,3,12,15.4,,,15,12,13,2,0,0,0
1,1277831179684282369,14.99,59,9608.41,1,14,14,是,,1,1,0,1,7,0,0
1,496589172316990450,195.67,1387,319975.85,26,0,0,,,78,78,57,55,2,0,0
1,496470434481444253,525.22,614,28041.68,2,0,0,,,194,85,116,7,2,0,0
1,1306839908425400325,9.51,48,7037.1,2,0,0,是,是,2,2,1,4,2,0,0
1,1268931483729395713,149.99,117,25894.4,3,20,20,,是,37,35,61,0,7,0,0
1,1267470219488526337,199.99,106,12820.56,1,0,0,,,7,4,3,1,7,6,86
1,1304646928255942659,14.26,49,20789.43,2,0,0,,是,3,3,1,23,2,1,20
1,1265284914358517761,24.99,75,45542.89,3,0,0,,是,15,13,9,5,0,0,0
1,1264068205958135809,204.44,48,8170.39,2,10,15,,,45,41,62,18,2,0,0
1,1192773091147591686,0.48,158,7017.79,1,0,0,,是,7,6,5,9,2,1,4
1,1166046043062611971,178.46,290,3567.36,1,0,0,是,是,1,1,0,0,2,0,0
1,1056899997984833538,71.3,655,54206.88,1,10,10,是,是,1,1,0,20,2,0,0
1,1262235917075087363,153.08,50,6397.29,4,0,0,,,16,14,17,4,0,0,0
1,1257853045153202176,99.99,77,6373.17,1,1,1,,是,44,44,236,1,0,0,0
1,1254518569983541248,505.26,62,40860.04,2,0,0,,,23,8,5,3,0,0,0
1,1249751585647493120,74.99,49,11282.83,1,0,0,是,是,2,1,0,3,0,0,0
1,1249751585647493120,49.99,46,12263.42,1,0,0,是,是,2,1,0,2,0,0,0
1,1249118730940579840,111.41,94,4332.35,2,0,1,,,9,6,4,2,7,0,0
